input,is_pd_id,split
B0060ECULW,yes,train
Lemo4yse Flavo,no,train
A3F914PPMZXT0O,no,train
A2NXBP0W5BC8AK,yes,train
A3320A623LHY80,yes,train
A2852V09EPF5DJ,no,train
A3CO9IOA1R25N8,yes,train
B000RHXKLC,yes,train
A2BMBPRR31Q679,yes,train
B0000SX9VO,yes,train
A3BI8JQs W4ffl,no,train
A27VGVK7ATEMG8,yes,train
A1E5*E0Q9J,no,train
Good 4VZSA7BM,no,train
A2YVZ6DFL1MT1N,no,train
Useless for do,no,train
A2Q5AEUUTQWFRO,yes,eval
B00115RPFQ,yes,train
A3QRU10F6FO31N,yes,train
A3PXZ2LUV5OATO,no,train
AM6ZNP09P201W,yes,train
A2JG5O4FO4U1MG,no,train
A39JPI41M5Y1RB,yes,train
A3JJ4BZFHGDZX5,no,eval
A3S3R5UWE46ODL,yes,train
A2S6KV1PFBB48,no,eval
A6AZQ3X4EXBDC,no,eval
Not worth 130 ,no,train
A29GFU30Z5LFXQ,yes,train
I(got aJZY,no,eval
A3CTNUFIAC,no,train
A1KQP2U0Y81QY0,yes,train
B0032CU9Y0,no,train
B000NMDWSM,yes,train
A1VX07EVIEZS99,yes,train
The 28th Five ,no,train
B0040PYRZU,yes,train
B0064I0FDO,yes,train
A2ODF8E)7W,no,eval
A2XF3Y9HL1K4BU,yes,train
A1IM9PXV0F2APK,yes,train
(3H%W9I5GA,no,train
B002UL6L14,yes,eval
A Good!^XG,no,eval
B000RWCR96,no,eval
A1NA8VBHIFTDCN,yes,train
A#2DBYO3en C,no,train
AUS3GV6UTRWHY,yes,train
3NY0W-4B80,no,train
A3R4XD3U3ODZME,yes,train
A19K9(Z69BFN86,no,eval
Weak fl-PM,no,train
A3DN0PCZYWYBRT,yes,eval
B005V*ib0e 2,no,train
B000CMIYWC,yes,train
B004IZYMO8,no,train
A5G8BKutation,no,train
AKSZQVI2TUXMV,yes,train
O)d Fa0A0U,no,train
AT2FBXP1T0SC8E,no,eval
A1NU1JXT1I,no,eval
B0009RM2WS,yes,eval
B004YP913E,yes,train
A2XCIELW6XPF9A,yes,train
A2TZPNMFast Me,no,train
Jiffy Delivery,no,train
1V9Y3OH92NU9I,no,train
A2YJE1LWDVOZ52,yes,train
Molasses Muffi,no,train
good stuff for,no,eval
AW94YV3GZNU8R,yes,train
11^5RAIVE6,no,eval
A2JMDCEZBVIVFI,yes,eval
A2LKTPYFKMANMO,no,train
A9VYFMMMNZHIC,yes,eval
B0048Z6UZC,yes,train
12089#was ok,no,train
A14Z6D3IRJ23F7,yes,train
The nutritiona,no,train
B000Worst t,no,train
B0071CAZ3M,yes,train
A3UVVSFterri,no,train
B001FQ0VZM,no,train
Blue Monkey Co,no,train
ABK24ZQDEDX2X,yes,train
A3233UKWDXSWOC,no,train
A2BL4Q1Z2SEHFM,yes,train
AZTA7T1I1G,no,train
A2X1AMZCSA3H6S,yes,train
A1798O9S5U9J8W,yes,train
Crunch and mun,no,train
A1T9E9EOEHI0H7,no,train
B000SJLJB84X9,no,train
A3TNR75V00OM40,no,train
A5C7S1CX4BIQ,no,train
A2EMP366TTS6E1,no,train
A13CJT87ASADNV,yes,train
A106Q1A6LGU4DP,yes,train
A2GP1JR9EK8539,yes,train
A29JRXBBA7EIAD,yes,train
AD2RZC3RZPLA9,no,train
A1QFV0BW645WHJ,no,train
AL27TXT2WP52V,yes,eval
A1W14ODCBT3GP6,yes,train
dried apricots,no,eval
A3LZVVL4WZ2EXL,no,train
Super treat pr,no,train
B001EOL1NG,yes,train
I Prefer Green,no,train
B000S16XV6,yes,train
B0030DTHHQ,yes,eval
A3JZT45OK4F05V,yes,train
B0029XEYSA,yes,eval
R5whi9e3JEMQ7,no,train
A21B6UCSSIU1O4,yes,eval
AJANIF1TEUZYK,yes,train
The Gr8+U2,no,train
A2THRBI6SX8ZQ9,yes,train
ATNCTIAZZFQ2S,yes,train
A2YLD81DDAYPVM,yes,train
A3GSCYIA2Q1CN7,no,train
A2U8OV9HOJFC3I,yes,train
ATOXUXPDTYLDP,no,train
B000_MTIVW,no,train
Can You Say It,no,train
Snoqualmie Fal,no,train
B000GQ816I,no,train
A3V3GUBYRXC6O6,yes,train
OMG! Try Them!,no,train
B004AVFVWC,no,train
B000KOUGSC,no,train
B000CQ6KTM,no,train
Great Flowers,no,train
the BEST peanu,no,train
A2F5VGYRUBJ4IX,yes,train
B00094HGMM,yes,train
A1CH7Y7NTZRCLX,no,train
AFX9DQJ3Y2718,yes,train
ATAZVR23WMOAD,yes,train
A16DRCOS43HIZJ,yes,train
N1( FAMDXZ2,no,train
A3A1MI3w&s ,no,train
AL1SI4DJJQPSW,yes,train
A3V7KOYSIAD73V,yes,train
B0)1E23YWM,no,train
AS8OM8WQ3JBQT,yes,train
A2AJVKFQIRRA4J,yes,train
B0048IZPCI,yes,train
A39IMKS9MXF5II,yes,train
A179QE2er chew,no,train
GREAT5DWTCNA59,no,train
A1_T14DXSW51A,no,train
B0000DISV2,yes,train
I love whippin,no,train
Green Tea Shak,no,train
AJ2IVAH4ECP0F,no,eval
AW8WUR0K0WMWU,yes,eval
ANN2JF3J439D8,yes,eval
A146X24Q6GZUQG,no,train
A3FWHL265PEO9I,yes,train
^aste8161VKHA,no,eval
AP4EOETI05U74,yes,train
A27FJCCRWU6DFP,yes,train
1134518400,no,eval
A242AQTNSP7MW9,no,train
A7S_HKXI43,no,train
+001Ppprove@,no,train
A3TJGCKCDKEARQ,yes,train
AWABRB8MY9POE,no,train
A3PVAYQN59KECH,yes,train
A1IM1Q0DSJFLY2,no,train
A^6N0QFnot ,no,train
A1DQ8QHAIG0E5Z,no,eval
A2XPNBC1D7V0R8,yes,train
All four cans ,no,eval
G=eat iot ,no,train
Tea for9*2FV,no,eval
A1SU6GY6GVLY9D,no,train
A1DRTH012A377N,yes,train
Very 0rt i,no,train
A3DTMNRBKIVP8Q,yes,eval
AVD4GAver 9ta,no,eval
B001N3ZKF8,yes,train
AILKYLIVWP5S1,yes,train
A15VX566WD6OCN,no,train
A3RXK9SS1UXYA9,yes,train
B000P55XAC,yes,train
A3G2G8Lem FAA),no,train
A2FP4OW3YF9GY9,yes,train
A1Q1E7Gc3 an,no,train
A10CCIBHCU89YW,yes,train
AOQI1LEWYMSDA,yes,train
A1HFIEW43DQ,no,train
DO NOT BUY!,no,train
AX1ZJT2PIIIXL,no,eval
ho6ter RY fa,no,train
It wor6uca Ch,no,train
A1MPZHCGA5OX6B,no,train
B0008029XS,yes,train
A34D9CBU3G7391,yes,train
A3FE4MUM0S4OQL,yes,train
RecipenWJ5,no,train
A152HHNM1G7YIN,yes,train
A2DCXKFCOTL2FX,yes,train
A2LD3WW32K1M0Q,yes,train
ALYTC4QFJAA57,yes,eval
A1PVUZTIGSU,no,eval
A1R0JOJTT4LBT3,yes,train
A3M9DSWI92125I,yes,train
A2HI4NOs D6,no,train
Ne1tl- too3,no,train
AUZR8YA3TE43M,yes,train
ANZ0B3P9DHVSV,yes,eval
9o$d o#VXY,no,train
A2LHGL93J2DH6I,yes,train
A210M08Noth,no,train
B003ZNXCFO,yes,train
A390Z489ECG711,yes,train
A1XL3V4JNG980T,yes,train
Eat them by th,no,train
A3OZQP0YT0MT3Y,no,train
A24RIS1tic,no,train
A29RKKFHC7Z8P,no,train
Multi-Seed Cru,no,eval
B000TA6ORO,no,train
AFY10LAKGZ184,yes,train
A2E795NMWYRSFT,no,eval
A18CLUTLNHOCV6,yes,eval
We like this c,no,train
"A2CS=P7@t, ",no,eval
A1BRMVN2PZL3UZ,yes,eval
12RG1B0 ALL T9,no,train
A1AK3E7M94,no,eval
A1AG71WO47UXSJ,yes,train
B001M1IOUE,no,train
B000IV0E6I=,no,train
AL1TZPAUFYXY6,yes,train
Slightly burnt,no,eval
B002WQ7MQ0,no,eval
A2OVDVZWTI4WHE,no,train
The besSSM8,no,train
A29NV2YITU0EJK,yes,train
B000Y2DLDM,yes,train
AUB7XEZYG2PL5,no,train
AWNVYSZC1IHBO,no,train
A2WY5IN6Y27L6Y,no,train
B004FDC73G,yes,train
A3OMQ91G7F97OQ,no,eval
A2GUA6MBMI49WG,yes,eval
B015Ge pro,no,train
A34JPQDCNEMT36,yes,train
B001NH5H48,no,train
AF1GNY76IT1XT,yes,eval
A3MOS6ZMEZSKFF,yes,train
A1U4ZY6414VF17,yes,train
A2Y8R8Wful,no,train
B005BD0286,no,train
not for me,no,eval
A2RXKPBMAVLCDN,yes,train
AUZSFK6UCP8SN,yes,train
B000HDKZCS,yes,train
A2LGMFK15OZIA,yes,eval
Add Delicious ,no,train
ALHX4DKHGQD4Z,yes,eval
A2R25ZQXFO6HQ,no,train
A3H81VAW2WXIRR,no,train
A3NIMW7U6L0JZ2,yes,train
a natu+ockin,no,train
AS1WEN8FA48FT,no,train
AFDZV38HLA1K8,yes,train
AO8FNQEP7POTC,no,train
A1JLU3B870VZRC,yes,train
A3OQN9VU2Q,no,train
A3ANMEC2TN3D6H,no,train
AZIALX9IWTMQF,no,train
1eanill9KX,no,eval
perfect for mo,no,train
taste ore m,no,train
41V9MM4DYXYUH4,no,train
A10QTIPE8JGMT3,yes,train
A225F7QFP5LIW2,yes,eval
AJJR2X60YUPJ0,yes,train
Oh so good!!!,no,train
It's co6Z4,no,train
A2IU0IGX29VK88,yes,train
Wow!!! VM9,no,train
A2KMUOCTR29YN6,yes,train
AMZ9QEWHE7X4Y,yes,train
A2AM935YUELTVQ,yes,train
Add frothed mi,no,train
A3JD2SK1KY4MAU,no,train
incredibly gre,no,train
A10KQKRM9OMB4Q,yes,eval
Love 'em!  Gre,no,eval
A0N9HGZAX2,no,train
A1E29194QNFHFG,yes,train
A3F9WTX62H030V,yes,eval
B002IG22YQ,yes,train
A1PNI6QVZI,no,train
A1RM3B3V3UJUZI,yes,train
B0023 -+but,no,train
AFF11TXHB1Q90,yes,train
A3FBJX8UBL3CL6,yes,train
A2HCZXMS36YH3J,yes,train
A3L42BG4933N5Z,no,train
A2IDTXPY6G420Y,yes,eval
"Good, just a l",no,eval
nice jerky tre,no,train
great f supe,no,train
B002YR7AQY,yes,train
They must be g,no,eval
A2TP958C6FLZ0V,yes,train
A3R0TPNKILXU18,yes,train
A1PA92K6ZNVTPI,yes,train
ACE7YACT95EZ9,yes,train
A2WH53MCZ2WE3,yes,train
org0n5TCW5$S,no,eval
A3FDSLA2LFCP9N,yes,train
B000LL0QIO,no,train
B0000DG4BF,no,eval
A1WXO06S5WQUTS,yes,train
A1LKMGTP4M5EZ4,yes,train
A3E19AMDB8PMBT,yes,eval
^he YumUZW61X,no,train
B0036WC6QA,yes,eval
B006ZPNOOS,yes,train
A3FI15RODXXOSI,yes,eval
B002MS9FY0,yes,eval
A23CTC7FCPE0BY,yes,train
A1GGATN5TGXQ5,yes,train
NOT gluten fre,no,train
A1V58DIWXXPO,yes,train
A38M7LFNPUCW3C,yes,train
B00372BJT471,no,train
A14BBWFEBSXQUK,yes,train
"Sugar free, re",no,eval
AQVMJXL9NOKO7,yes,train
B0040Q0MN0,yes,train
A3QRQQ5CR8,no,train
B002DVLBRU,yes,train
B001GM5K0Q,yes,train
Bes8 pee Ca,no,train
AFU4E0FKGUQ7A,yes,train
AV40DPIEXVIQH,yes,train
A5DSKVAVT65NV,yes,train
A30HK98WOR,no,eval
A1VJIDRXO6EMBJ,yes,train
A19K2Z8X6UD5F3,yes,train
B003Y@'* Spicy,no,train
B008Bu7el+ ,no,train
B0043H139I,yes,train
Wonderful form,no,eval
A3P9G435IZIW1P,no,train
RIP9OFFLIET39,no,train
A3L0P17RBKNAFZ,no,train
Enjoy Life Car,no,train
A30CBK8V27QMML,yes,train
A3HS0R2ea(is t,no,train
%wesomec9ous,no,train
cup of soup,no,train
EquallyG7AGEF,no,train
B0)44y Tas,no,train
B000HG84EQ,no,train
Bellagio Holid,no,train
Great ding ver,no,train
B00478FECA,yes,train
The best for e,no,train
A%BB3SJ737A7,no,train
My dogs favori,no,eval
B001EHEDKG,yes,eval
A1T3XAZ9OO7V9I,no,train
A2RA8NR9I&E,no,eval
USE FOR ICE CO,no,eval
A30LUA3OHSLLBG,no,eval
A2HYSS3840,no,eval
Packs a flavor,no,train
B006Cracked& A,no,train
Wider than nor,no,train
B06284D22HLQ,no,train
ARY3QP1JC7O3M,yes,train
A2A2OFHJ0PYG9C,yes,train
A2(8AFEBGC,no,train
A1DB6SYXHJ3EQW,yes,train
A33DPP4SK3CCDD,yes,train
AZIFU5UI0G71E,yes,train
A135SZUUYGMDGQ,no,eval
AZHP0C9t for ,no,train
A3G06UCDH6RGEW,yes,train
AIRKND0KLEQXA,yes,train
B007FRBR2Q,yes,train
myste-iSF4,no,train
A29R2EJ0VMN0VE,yes,train
+34MFL5KWO,no,train
Enjoy all your,no,eval
B001SATO4E,yes,train
THIS JU&TZ,no,train
Grown in Italy,no,train
Doggy Loves It,no,train
A1785EHYODI9NB,yes,train
A2IBF31N8P9FPJ,yes,eval
A1ZT3MVC9R9RWN,yes,train
A2H8V5@te i),no,train
3004TJGDE61#K,no,train
A3CF82B4SJSY9,yes,eval
A2CXLLTO1OT6S2,yes,train
A2BGYQOVVYN4QJ,yes,train
A2ECSCNds a,no,train
A7I*^AC3&Z,no,train
A1YOXOM15TK0JZ,yes,eval
delicioOFFEE ,no,train
A21IYVZG1RM34Z,yes,train
B0000DJ7WI,yes,eval
A1RBP6GG57VOWZ,yes,eval
AU9DGQGMXPZ7L,yes,eval
A2_A0MYY7V,no,train
A09229701Z8W88,yes,train
A13DWE1O2LJIZP,yes,eval
AHW0SLHSXA7DZ,yes,train
C^rr's SXQKE8,no,train
B001M22T5Y,yes,train
A2YQH34J1K,no,train
A1RRM10B07O60R,yes,train
A2AJ17CZ30ZISN,yes,train
AKZAVF7VFVNA0,yes,train
B005HUVUHK,no,train
A1YD6TJU75PXWJ,yes,train
A1G1M03ON24998,yes,train
B001FPT5CI,yes,eval
A14M3KLVH0KZT2,yes,train
B003ZRXRIC,yes,train
B001J87TOW,no,eval
B0047YYSPS,no,train
A1XHJ3KWLGCEFQ,no,train
A3AJBJJ3W352AY,yes,train
A2ZHBZ00SB7AAD,yes,train
"Mmmm, !USJ%V",no,train
A2BSGIYT5J5FDP,yes,train
A2F3KRGOGFIYA9,yes,train
Love Nerds and,no,train
A3RY03Z5E51P9Z,yes,train
A2C50GFOE(QEDI,no,train
Shelter Dogs W,no,train
A27Y0MQRW7PQ12,yes,train
Amazing Mix!,no,train
AFKWPVE1825PO,no,train
A2ZOBF48JDYVW5,yes,train
A-S50O64J35C,no,eval
ho7 canV4W,no,train
A3N5C32VZEPW5K,yes,train
1229904000,no,train
A38UOPPAMYASG4,yes,train
Worse than air,no,train
A2D60WNU2FL570,yes,train
ShazoO8I4I,no,eval
A1SD8FS9H9AZ4R,yes,train
A21SXUZ89SOB9F,yes,train
Super te a,no,train
AGFVTF4M2GQ7,no,train
A poor man's G,no,train
Check yS8X,no,train
A10SSHY6H8M2TY,yes,train
A21UMR6BZKQZ2T,yes,train
A3ZNN02MVMLZ0,yes,train
"Th@n, cZ8FT",no,train
B004P0FHK4,yes,train
serious diarrh,no,eval
A451CS43ES,no,train
A29N66WIWNN8JK,yes,eval
B007KIX21E,no,train
A2HS9V0PPHEC85,yes,train
B001H3R6YC,yes,train
B000H25SQW,yes,train
A35M4OUIVXUG9T,yes,eval
A2OU17T4K6S644,yes,train
A2V5RK1P9BTBP0,no,train
A3TFI564OSSZ,no,train
A278MHAXFSACTN,yes,train
A13J3TA7RODQEM,yes,eval
Too swe#'s (3c,no,train
Toddler hates ,no,eval
ACGRDIot a +o4,no,train
A1CNX6Z8ESJJJG,no,train
AOYAMFre Ye,no,train
B0005ZW3UA,yes,train
5378EIUpon Re,no,train
B087West  B*,no,train
Hawaiian Chick,no,train
A3OBNXWW8U1ZKJ,no,train
ABLGCKX1L84A8,no,train
ABEVVJRJ9Z1O9,yes,train
A2PMZA3ATP87KL,no,train
AK1OZ5AMAEJDE,yes,train
A25GR9RAM8AO2L,no,train
Kashi s hot9& ,no,eval
B002J6789O,yes,train
A3MNNTTHRVB3AN,yes,train
A10BNKUBIIKCBT,yes,train
A3ITHG8963XJPG,no,train
A3O=Y5Mke i ,no,train
A2PSZJNOOG4SXB,yes,train
B00157JDNXU,no,train
Awesome Soda,no,train
A23L6G4BJHWAPE,yes,train
035CAUBAF6153,no,train
Avoid%tubtle,no,eval
B006XEGXCG,yes,train
they are great,no,train
A13RLDI2F7OQOH,yes,train
AHTACNJ37X8,no,train
A3PHA0IB9HXOYZ,yes,train
AYVXX6N170,no,train
A1BUZ3E5LV6MY0,yes,eval
B001269GMY,no,train
Love Zots alot,no,train
A2BZOUN4WFNOL2,no,train
A39UDIFY1JTQUZ,no,train
A1GQONJ4Z212D7,no,train
A25CRUB89P81MN,no,train
A33ZRSNM8V0949,no,train
B003O3P9EC,yes,train
A1TIJWLWCIH4YD,yes,train
Color! n Pick,no,train
B003EMQUNW,yes,train
A1US8UAPHMFBKW,yes,train
A2MEG65T27I2TW,no,train
B0049UVNYY,yes,eval
Relax_wa(s swe,no,train
A1E8UWR9U02NLG,no,train
B0061WEKFM,yes,train
A20SWW$ Whit_,no,train
A3Q9)5SJPGD,no,eval
AGP7ODPEXNY3N,yes,train
AJGR46raines-,no,eval
Like that it's,no,train
The only sushi,no,train
A9KJN7UBHD88H,yes,train
Syrupt Loss8,no,train
A3BR+RRfe ,no,train
ALU0Y5WQK0DBS,yes,train
A1Y4LBT7JQKI23,yes,train
A9SQICI400,no,train
Why theIWPJ,no,train
A1G40U1TMZQY01,yes,eval
Live0inios Pap,no,train
B002MXSKVE,yes,train
A3W3M9HKL6BTW0,no,train
A2X3ABYAGAKYQN,no,eval
B001KEFDI4,yes,eval
OMG I'm addict,no,train
B007STH5BS,yes,train
A3MWB0RX3BROZG,no,train
B006SHM50M,yes,train
Sp*rkliVPS,no,train
Bits.#. B^t,no,train
AP953O2WVBLRY,yes,train
A3LJFQ2EL26XT6,yes,train
A3UUHVT5QEEZOY,yes,train
A3IJR-GB@U,no,train
Son-inlaws fav,no,train
You'll I25TTJ,no,train
A3HZTCDp corn ,no,train
A3UXCNQe2e H,no,train
TRUE EXPRESSO ,no,train
Gnocch=X)O,no,train
G*e7t CK1CR,no,train
ABQR0Q420TTVZ,no,train
Good tasting C,no,train
A2QEV2E9Z2DQHZ,no,train
B000QF3PQY,no,train
A22M6TW1DODES7,yes,eval
Yummie Chummie,no,train
A3C42T6ELX3UGS,yes,train
B003PMKIFW,yes,train
"T10t3, V4MT31",no,train
ADM7CHQGQHXKU,no,train
Quick Energy K,no,eval
A36EXWPBXVYXKQ,yes,train
A2DYTNHHMTRP7U,yes,train
B002ZA2TR6,no,train
A18HN76HMFNSKV,yes,train
A1O5YII9B1K8XE,yes,train
A148ZVE3PBW9XU,yes,eval
B000F7T92I,yes,eval
A29WXGMAR9UZF6,yes,train
AP3J4BHMURXGV,yes,eval
A1SAYPC21KQQCX,yes,train
It tastes terr,no,train
They're yum yu,no,train
5ust...2XD,no,train
B0076OTMAW,no,train
A3EK5D3SZ27,no,train
A1ZBS8OQCJ68OL,yes,train
Unique te on p,no,train
AT7OLPRV1H2VL,yes,train
A12KT9WB3XB2AF,no,train
A16NQX47XUZMSB,yes,eval
B001UOUO42,yes,train
YummyEarth,no,train
A1I32N1X&K,no,train
A2AHS0C to we,no,eval
B000G201FG,yes,train
B001O858NG,yes,eval
A2UXZO4NBBHYY9,yes,train
A1SWC0W0I9XFYX,yes,train
A3LS0SWE5K1UAL,no,train
A3T09ZLT9J8X45,no,train
A34AWK5J4TD6D7,yes,train
A1VZZKR3593BJ8,yes,eval
A2CZVJF5FXFR2Q,yes,train
APHXWZJ22M17M,no,train
A1FVSIU4BJI5Y9,yes,train
A1BJE8PP5HVP0P,yes,train
A3G1W9VPJXYG7B,yes,train
B003YQU976,yes,eval
A2F54KXT8VRTYM,yes,train
AJBFH4LCAGRLM,yes,eval
Excellent pean,no,train
B0046rench r,no,train
AGS6J53WWI5CU,yes,train
AJHEQ6OLKDF97,yes,train
(rice g mi,no,train
A3DC97N73E7CQJ,no,train
A25MRVI1HJ4BUE,yes,train
B002P4FV1W,yes,train
B000YV0VUE,yes,eval
A2AVFF93WK2SZ,no,train
A70CKQ0ZITPIC,no,train
A12LPN40AS8FZX,yes,train
A37WBZVfter &9,no,train
A1IKUYDMFT1LKX,no,train
AU1T3SMES513O,no,train
A2YDXSF45D3KX,yes,train
AUSO5VHC6IMFJ,no,train
B004NFBC50,yes,train
B062T)e&n sp,no,train
A1AUFAKRO445RM,yes,train
A3RLGQWIGGI05Q,yes,train
A27IHKZSCWH3IC,no,train
A16WZDFGYVVKKY,yes,train
A30H8OLUKVHWAZ,yes,train
LOVE ty c$,no,train
Weak ho886+H,no,eval
A2WA5W93ESAFY0,yes,train
Eehhh...not th,no,train
A3X36L1ID3QJC,yes,train
A1IQUD1MTFQAYE,no,train
B000CQIDJM,yes,train
a stron7YF4,no,train
A1A3UIXU6VUI5T,yes,train
B004MS0LZU,no,train
43OTXL9GYI,no,eval
A11ZPNEMITK37R,yes,eval
B0030MV7J8,yes,train
B000HE8EWU,yes,train
ARWXRE5FWGXM3,no,train
AR7A7YRAMKKY7,no,train
B002MFZDVC,no,train
It's ok...but ,no,train
B004GEX0X0,yes,train
AOST78DLVD5GJ,yes,train
ASUC^8AS9W4WR,no,train
STALE.........,no,train
A14B5SYGR1JZMI,yes,train
don't even con,no,train
B0055D1PMO,yes,eval
A1X0RDZMSHC5KN,yes,train
B0079Y8KUC,no,eval
"A1N400Jar, n",no,train
A39A0YMM15P5ZI,yes,train
B0042BXET1I35,no,train
AQIGLD8WX496F,yes,train
AMBYJMP4DHTY4,no,train
tea pot and te,no,train
Highly reommme,no,train
B007KMCAZ4,yes,train
AAMKD52S6IBKB,no,train
The best I bou,no,train
Great Food!,no,train
A1P04T7TNLLJJ8,yes,train
ALGC4OZR5L6UV,no,train
B000(I6%OQ,no,eval
A240N2BDJMRGUQ,no,train
B004UN0N4Q,yes,train
A25HPYK4RHXAIH,yes,train
A3LFY6VAS7,no,train
B0012UG416,no,train
My picky frien,no,train
A3FV5APAK4K46W,yes,train
AG7810SX0Q,no,train
B0009K4SAE,yes,train
A11APOC3HC8GSP,no,eval
A3C4SBMB7ODO5T,yes,eval
A1WSZRBGUXC48A,yes,train
DON'T MAKE YOU,no,train
A3TCJAK9S0QKPJ,yes,train
A1TG899U4PAD08,yes,eval
A2HN0PCQ2WZXTT,no,train
Good deal $wis,no,eval
I luv H4XX,no,train
A2A6G7WRCV7DTV,yes,eval
diamond almond,no,train
A2L900UTKOWVKZ,yes,eval
"11!81el)er,",no,train
B0001GZ6D4,yes,train
A7U5PJ86BL04S,no,train
A3JLEBMSM4C6O1,yes,train
A_18JI17D5J,no,train
A3EG4ULBUBJE2S,yes,train
B000OFH0XQ,yes,eval
A7J39DRA62XB0,yes,eval
AKFLJA1IN7YJN,yes,train
AGEFURT1CN9MJ,yes,train
B001C93G68,yes,eval
A1B5BE4JDJYRWJ,yes,train
smooth move,no,train
APNPRVd but ,no,train
A1KAS6R5NZUD93,no,train
B003M1JUUU,no,train
A2MR8B8E1TXOK4,yes,train
ARNGEQEP7G56U,yes,train
A1EKXLJYH3YKXY,no,train
A3TK9PVRBES66I,yes,eval
A3F9ZSKFYN83XQ,yes,train
A2NYWAJ4TGUQVG,yes,eval
81MXNBP9KR4TH,no,train
A1EP4CF22LF6MS,no,train
Nesco A=AK,no,train
A27ETWAea -,no,train
A1CHIC75R$@NPB,no,train
A13TSNN5I5U75M,no,train
AX2C63XAX8MO4,no,eval
B000BFOM4O,yes,train
HARD TO COOK W,no,train
"go3d=""eKHVKNE",no,train
Interesting ho,no,train
A1I28CC4OHGJZC,yes,train
APLVUY2R3DVTU,yes,train
A2U9X6YT4L,no,train
B005ERY2SU,yes,train
AQHWALCUG1Q6A,yes,eval
Sugar free?,no,train
B006XKEB9W,yes,train
A235CX03AMFE85,yes,train
B001SB0ZGO,no,train
A1NP*20hy mea+,no,eval
A2BJK9$EKW,no,eval
Bottom line - ,no,train
A35I9LR48RND3V,yes,train
A3LF2O1. b,no,eval
B001QKC6BO,yes,eval
B00061KYVI,no,train
AE29A0NN7V5I0,yes,train
A1J3MMC20ZSPFG,no,train
B005M16UHY,no,train
A1NYYFJTKCVZQ6,yes,train
AWBKQLFB8LM5Q,yes,train
A1WZQDRB46Y6AT,yes,train
A2OPBCF28QTARX,yes,eval
Gr6at PQIO,no,train
A3G3Q4L4MPXMNK,yes,train
A1YJ3E668ZA6WX,yes,eval
A8B83XVKV1ZZK,yes,train
A2IQIM0EYLM9VA,yes,train
A1J6Z8FN16H3OH,yes,train
B000CSKKG4,yes,train
AIYH6Z4CTXPC0,yes,train
ATJ47R2LTPKIM,no,train
Sho0ld EJTC3,no,train
Enjoy this pro,no,train
B0!0Kme Hot C,no,train
)4kes a0CK5,no,eval
A3K4J6RF6KLW0U,yes,train
ATPLH5QVUU8Y2,yes,train
A1E9OKO7J1BD1T,yes,train
A3SRBPWF0J5VU4,yes,eval
li4e hotic,no,train
A2BR6BLJVRQ5HP,no,train
B002Z3UBPO,yes,train
A1W53UAN^&ZN7,no,train
A5BQSEEPG5HD0,no,eval
A4KX1ZT4AV49G,yes,train
A2PD52IDK0SJJ4,yes,train
B0078OYZWK,no,train
4O37Y5HLMC,no,eval
8ull2ogTCG,no,train
A28S6CWIEP76BQ,yes,eval
Bought For my ,no,train
Super super sw,no,eval
AXI9UTOJIO2T2,yes,train
A1YTIC4480HYNE,yes,train
A330YB1JBYEKGI,yes,train
CAME DHAAO,no,train
Sooooo Good! D,no,train
A34R77WNH4235R,yes,train
A2L1L5Y9DG,no,train
A3N94EX7EQNWWN,yes,train
A1KRZB2K7O6XC,yes,train
B000IXUJPK,yes,train
A14NINTMWFZY11,no,train
Fanta=tE8I,no,train
A1EKKETW1HB1GK,yes,train
B004TPUSJU,yes,train
AWFUL!!!!!,no,train
#1RUUIEE2N,no,train
B0085P6LPU,no,eval
B002CJG1YQ,yes,eval
A3VT59E7BHGQMX,no,train
A361Y3AXJ2!A,no,train
A1RRTP5JFEGR9N,yes,train
A32N1OAR0XSOOX,yes,train
B0057TDD3A,no,train
A1R4FNCY70Z,no,train
ACJI63QYCIIPI,yes,train
A14XJ19 Pai,no,eval
A26JLCJOEV0NM1,yes,train
A31YWAYL24NZ4,no,train
Can't o398,no,eval
A3ABTEQX74O2YJ,yes,train
B001EQ4Y4W,yes,eval
"Solid Product,",no,eval
APY1!F40HO,no,train
A1W9K1G6SJ9YEG,yes,train
A7JQZPPZ7KZ7U,yes,train
A1ZIOGOJJ2HCBT,yes,train
A13PFHYNVSWKVR,yes,eval
B004PENUJA,yes,eval
A14N6TJRP83FCE,yes,eval
Bookbin43Q,no,train
A1U2A4HAK9GQ55,yes,train
B004XUGOSK,yes,train
"Messy, not wor",no,train
A143T36OO24S,no,train
A3DMDZVOTLLUX5,yes,train
A326QDSDM3AQ5O,yes,train
B0036D1XHW,yes,train
A2L7UH6LG3NFUD,no,eval
AUXIKBT3894NU,yes,train
A27ABE7BT9CZSO,no,train
B000HDMXGY,no,eval
B003BTYSS2,yes,eval
B008Y5NJLU,yes,train
AA48*BAAYSP,no,train
A30KFRWD1XODG5,yes,train
A8S3H6B1F7JBH,yes,eval
B0019HXMIK,yes,train
AOVVI1VN7CLMF,yes,train
B003Z6XD78,yes,train
A6YLLLTOBRDR2,yes,train
A1UN9AFFUSNAUY,yes,train
A1MLP6BNYSS9DY,yes,train
A126FA0FF098P0,yes,train
I like my pump,no,train
A35G33ZL9C0A2I,yes,train
The besSNU2BOM,no,train
Strong Carob T,no,train
